2010/05/23 14:56, Driver, Time,,
2010/05/24 23:18, Driver, Yes,,
2010/05/24 23:18, System, Dialling 0068354159,,
2010/05/24 23:18, System, Please, go to the next task,
2010/05/24 23:18, Driver, Call number,,
2010/05/24 23:18, Driver, Four,,
2010/05/24 23:18, Driver, Seven,,
2010/05/24 23:18, Driver, Six,,
2010/05/24 23:18, Driver, Eight,,
2010/05/24 23:18, Driver, Three,,
2010/05/24 23:18, Driver, Five,,
2010/05/24 23:18, Driver, Four,,
2010/05/24 23:18, Driver, One,,
2010/05/24 23:18, Driver, Five,,
2010/05/24 23:18, Driver, Nine,,
2010/05/24 23:18, System, Sorry, your number 4768354159 is  is not valid . Repeat or cancel the command,
2010/05/24 23:19, Driver, Call Oh,,
2010/05/24 23:19, Driver, Send,,
2010/05/24 23:19, Driver, Call zero,,
2010/05/24 23:19, Driver, Send,,
2010/05/24 23:19, Driver, Six,,
2010/05/24 23:20, Driver, Eight,,
2010/05/24 23:20, Driver, Three,,
2010/05/24 23:20, Driver, Five,,
2010/05/24 23:20, Driver, Four,,
2010/05/24 23:20, Driver, One,,
2010/05/24 23:20, Driver, Five,,
2010/05/24 23:20, Driver, Nine,,
2010/05/24 23:20, System, Do you want to dial 0068354159. Say 'Yes' or 'No',,
2010/05/24 23:20, Driver, Call Oh,,
2010/05/24 23:20, Driver, Seven,,
2010/05/24 23:20, System, Sorry, your number 006835415907 is  is not valid . Repeat or cancel the command,
2010/05/24 23:20, Driver, Call,,
2010/05/24 23:20, Driver, Send,,
2010/05/24 23:20, System, Sorry, your number  is  too short . Repeat or cancel the command,
2010/05/24 23:21, TEST, Task02,,
2010/05/24 23:22, TEST, Task02,,
2010/05/24 23:23, Driver, <Button> Call,,
2010/05/24 23:23, Driver, Patrick,,
2010/05/24 23:23, System, Do you want to call Patrick. Say 'Yes' or 'No',,
2010/05/24 23:23, Driver, Yes,,
2010/05/24 23:23, System, Calling Patrick on 0768354159,,
2010/05/24 23:23, System, Please, go to the next task,
2010/05/25 01:28, TEST, Task01,,
2010/05/25 01:28, Driver, Phone,,
2010/05/25 01:28, Driver, Zero,,
2010/05/25 01:28, Driver, Seven,,
2010/05/25 01:28, Driver, Six,,
2010/05/25 01:28, Driver, Eight,,
2010/05/25 01:28, Driver, Nine,,
2010/05/25 01:28, Driver, Eight,,
2010/05/25 01:28, System, Sorry, your number 076898 is  too short . Repeat,     or cancel the command
2010/05/25 01:29, Driver, Time,,
2010/05/25 01:29, System, the time is 1  29,,
2010/05/25 01:29, Driver, Time,,
2010/05/25 01:29, System, the time is 1  29,,
2010/05/25 01:29, Driver, Call,,
2010/05/25 01:29, Driver, Zero,,
2010/05/25 01:29, Driver, Patrick,,
2010/05/25 01:29, System, Do you want to call Patrick. Say 'Yes' or 'No',,
2010/05/25 01:29, Driver, No,,
2010/05/25 01:29, System, Cancelling the call request.,,
2010/05/25 01:31, System, Cancelling the call request.,,
2010/05/25 01:31, Driver, Repeat,,
2010/05/25 01:31, Driver, Eight,,
2010/05/25 01:31, Driver, Eight,,
2010/05/25 01:31, Driver, Sms Janet,,
2010/05/25 01:31, System, Do you want to  send a text message to Janet. Say 'Yes' or 'No',,
2010/05/25 01:31, Driver, Yes,,
2010/05/25 01:31, System, Choose between the following options,,
2010/05/25 01:31, System, 1- I am running late,,
2010/05/25 01:31, System, 2- Appointment postponed,,
2010/05/25 01:32, System, 3- I will call you later,,
2010/05/25 01:32, Driver, Call,,
2010/05/25 01:32, Driver, Two,,
2010/05/25 01:32, System, Sending the text message 2- Appointment postponed,,
2010/05/25 01:32, System, Please, go to the next task,
2010/05/25 01:33, Driver, Three,,
2010/05/25 01:33, Driver, Three,,
2010/05/25 01:33, Driver, Eight,,
2010/05/25 01:33, Driver, Nine,,
2010/05/25 01:33, Driver, double o,,
2010/05/25 01:33, Driver, <Button> Call,,
2010/05/25 01:33, Driver, Three,,
2010/05/25 01:33, System, Sorry, your number 3 is  too short . Repeat,     or cancel the command
2010/05/25 01:34, System, Sorry, your number 3 is  too short . Repeat,     or cancel the command
2010/05/25 01:34, Driver, Repeat,,
2010/05/25 01:35, TEST, Task01,,
2010/05/25 01:35, Driver, Call Christiaan,,
2010/05/25 01:35, System, Do you want to call Christiaan. Say 'Yes' or 'No',,
2010/05/25 01:35, Driver, No,,
2010/05/25 01:35, System, Cancelling the call request.,,
2010/05/25 01:35, Driver, Call,,
2010/05/25 01:35, Driver, Yeah,,
2010/05/25 01:35, Driver, Zero,,
2010/05/25 01:35, Driver, Six,,
2010/05/25 01:35, Driver, Eight,,
2010/05/25 01:35, Driver, Three,,
2010/05/25 01:36, Driver, Five,,
2010/05/25 01:36, Driver, Seven,,
2010/05/25 01:36, Driver, Seven,,
2010/05/25 01:36, System, Sorry, your number 0683577 is  too short . Repeat, or cancel the command
2010/05/25 01:44, TEST, Task01,,
2010/05/25 01:44, Driver, Restart,,
2010/05/25 01:44, System, Reset ting...,,
2010/05/25 01:44, System, Reset ting...,,
2010/05/25 01:44, Driver, Repeat,,
2010/05/25 01:44, System, Reset ting...,,
2010/05/25 01:44, Driver, Repeat,,
2010/05/25 10:09, TEST, Task01,,
2010/05/25 10:09, System, Please, dictate teh telephone number..,
2010/05/25 10:09, Driver, Call number,,
2010/05/25 10:09, Driver, No,,
2010/05/25 10:09, Driver, Seven,,
2010/05/25 10:09, Driver, Seven,,
2010/05/25 10:09, Driver, Six,,
2010/05/25 10:09, Driver, Eight,,
2010/05/25 10:09, Driver, Three,,
2010/05/25 10:09, Driver, Five,,
2010/05/25 10:09, Driver, Zero,,
2010/05/25 10:09, Driver, Seven,,
2010/05/25 10:09, Driver, Send,,
2010/05/25 10:09, System, Sorry, your number 77683507 is  too short . Repeat, or cancel the command
2010/05/25 10:10, TEST, Task01,,
2010/05/25 10:10, System, Please, dictate teh telephone number..,
2010/05/25 10:10, Driver, Call number,,
2010/05/25 10:26, TEST, Task01,,
2010/05/25 10:26, System, Please, dictate teh telephone number..,
2010/05/25 10:26, Driver, Call number,,
2010/05/25 10:26, System, Sorry, your number  is  too short . Repeat, or cancel the command
2010/05/25 10:27, System, Please, dictate teh telephone number..,
2010/05/25 10:27, Driver, Call number,,
2010/05/25 10:30, TEST, Task01,,
2010/05/25 10:30, System, Please, dictate the telephone number..,
2010/05/25 10:30, Driver, Call number,,
2010/05/25 10:30, Driver, Time,,
2010/05/25 10:30, Driver, Time,,
2010/05/25 10:30, Driver, What time is it?,,
2010/05/25 10:32, System, Do you want to call . Say 'Yes' or 'No',,
2010/05/25 10:32, Driver, Yes,,
2010/05/25 10:32, System, Sorry,  number has not been found,
2010/05/25 10:34, TEST, Task01,,
2010/05/25 10:34, System, Please, dictate the telephone number..,
2010/05/25 10:34, Driver, Call number,,
2010/05/25 10:34, System, Do you want to dial 7777766833. Say 'Yes' or 'No',,
2010/05/25 10:35, System, Do you want to call . Say 'Yes' or 'No',,
2010/05/25 10:35, Driver, Yes,,
2010/05/25 10:35, Driver, Yes,,
2010/05/25 10:35, System, Sorry,  number has not been found,
2010/05/25 10:38, TEST, Task01,,
2010/05/25 10:38, Driver, One,,
2010/05/25 10:38, Driver, Call Oh,,
2010/05/25 10:38, Driver, Phone Janet,,
2010/05/25 10:38, System, Do you want to call Janet. Say 'Yes' or 'No',,
2010/05/25 10:38, Driver, Yes,,
2010/05/25 10:38, System, Calling Janet on 0827743624,,
2010/05/25 10:39, System, Please, go to the next task,
2010/05/25 10:39, Driver, Four,,
2010/05/25 10:39, Driver, Yeah,,
2010/05/25 10:39, Driver, Zero,,
2010/05/25 10:39, Driver, Eight,,
2010/05/25 10:39, Driver, Nine,,
2010/05/25 10:39, Driver, Nine,,
2010/05/25 10:39, Driver, <Button> Call,,
2010/05/25 10:39, System, Sorry, your number  is  too short . Repeat, or cancel the command
2010/05/25 10:39, Driver, Call,,
2010/05/25 10:39, Driver, Eight,,
2010/05/25 10:39, Driver, Three,,
2010/05/25 10:39, Driver, Five,,
2010/05/25 10:39, Driver, Four,,
2010/05/25 10:39, Driver, One,,
2010/05/25 10:39, Driver, Five,,
2010/05/25 10:39, Driver, Nine,,
2010/05/25 10:39, System, Sorry, your number 8354159 is  too short . Repeat, or cancel the command
2010/05/25 10:55, TEST, Task01,,
2010/05/25 10:55, Driver, One,,
2010/05/25 10:55, Driver, Call,,
2010/05/25 10:55, Driver, Zero,,
2010/05/25 10:56, Driver, Seven,,
2010/05/25 10:56, Driver, Six,,
2010/05/25 10:56, Driver, Eight,,
2010/05/25 10:56, Driver, Three,,
2010/05/25 10:56, Driver, Phone Jean,,
2010/05/25 10:56, System, Do you want to call Jean. Say 'Yes' or 'No',,
2010/05/25 10:56, Driver, No,,
2010/05/25 10:56, System, Cancelling the call request.,,
2010/05/25 10:56, Driver, Call Oh,,
2010/05/25 10:56, Driver, Zero,,
2010/05/25 10:56, Driver, Zero,,
2010/05/25 10:56, Driver, Six,,
2010/05/25 10:56, System, Sorry, your number ,
2010/05/25 10:56, System,  is  too short . Repeat, or cancel the command,
2010/05/25 10:56, Driver, Call Oh,,
2010/05/25 10:57, Driver, double seven,,
2010/05/25 10:57, Driver, double eight,,
2010/05/25 10:57, Driver, double three,,
2010/05/25 10:57, System, Sorry, your number ,
2010/05/25 10:57, System,  is  too short . Repeat, or cancel the command,
2010/05/25 10:57, Driver, Cancel,,
2010/05/25 10:57, System, Reset ting...,,
2010/05/25 10:57, Driver, Call,,
2010/05/25 10:57, Driver, Seven,,
2010/05/25 10:57, Driver, Zero,,
2010/05/25 10:57, System, Sorry, your number ,
2010/05/25 10:57, System,  is  too short . Repeat, or cancel the command,
2010/05/25 11:00, TEST, Task01,,
2010/05/25 11:00, Driver, Call,,
2010/05/25 11:00, Driver, Zero,,
2010/05/25 11:00, Driver, Zero,,
2010/05/25 11:00, Driver, Six,,
2010/05/25 11:00, Driver, Eight,,
2010/05/25 11:00, Driver, Three,,
2010/05/25 11:00, Driver, Five,,
2010/05/25 11:00, Driver, Call Simone,,
2010/05/25 11:00, System, Do you want to call Simone. Say 'Yes' or 'No',,
2010/05/25 11:00, Driver, Call Oh,,
2010/05/25 11:00, Driver, Zero,,
2010/05/25 11:00, Driver, Zero,,
2010/05/25 11:01, Driver, Six,,
2010/05/25 11:01, Driver, <Button> Call,,
2010/05/25 11:01, System, Sorry, Simone number has not been found,
2010/05/25 11:01, Driver, Call Oh,,
2010/05/25 11:01, Driver, Zero,,
2010/05/25 11:01, Driver, Zero,,
2010/05/25 11:01, Driver, Six,,
2010/05/25 11:01, Driver, triple three,,
2010/05/25 11:01, Driver, Call Oh,,
2010/05/25 11:01, Driver, Zero,,
2010/05/25 11:01, Driver, Zero,,
2010/05/25 11:01, Driver, Call Oh,,
2010/05/25 11:01, Driver, Zero,,
2010/05/25 11:02, Driver, double seven,,
2010/05/25 11:02, Driver, Zero,,
2010/05/25 11:02, Driver, double eight,,
2010/05/25 11:02, Driver, double three,,
2010/05/25 11:02, Driver, double four,,
2010/05/25 11:02, Driver, Call Oh,,
2010/05/25 11:02, Driver, Five,,
2010/05/25 11:02, Driver, Call Simone,,
2010/05/25 11:02, System, Do you want to dial 00770883344. Say 'Yes' or 'No',,
2010/05/25 11:02, System, Do you want to call Simone. Say 'Yes' or 'No',,
2010/05/25 11:02, Driver, <Button> Call,,
2010/05/25 11:02, System, Sorry, Simone number has not been found,
2010/05/25 11:03, Driver, Call Felix,,
2010/05/25 11:03, System, Do you want to dial 00770883344. Say 'Yes' or 'No',,
2010/05/25 11:03, System, Do you want to call Felix. Say 'Yes' or 'No',,
2010/05/25 11:03, TEST, Task02,,
2010/05/25 11:03, TEST, Task03,,
2010/05/25 11:03, Driver, Call Oh,,
2010/05/25 11:03, Driver, Seven,,
2010/05/25 11:03, Driver, Seven,,
2010/05/25 11:03, Driver, <Button> Call,,
2010/05/25 11:03, System, Calling Felix on 0789954545,,
2010/05/25 11:03, System, Please, go to the next task,
2010/05/25 11:04, Driver, Call zero,,
2010/05/25 11:04, Driver, Call zero,,
2010/05/25 11:05, TEST, Task04,,
2010/05/25 11:05, Driver, Call Oh,,
2010/05/25 11:06, TEST, Task01,,
2010/05/25 11:06, Driver, Call Oh,,
2010/05/25 11:06, Driver, Yebo,,
2010/05/25 11:08, TEST, Task01,,
2010/05/25 11:08, Driver, Call Patrick,,
2010/05/25 11:08, System, Do you want to call Patrick. Say 'Yes' or 'No',,
2010/05/25 11:08, Driver, Yes,,
2010/05/25 11:08, System, Calling Patrick on 0768354159,,
2010/05/25 11:08, System, Please, go to the next task,
2010/05/25 11:08, Driver, Redial,,
2010/05/25 11:08, System, Do you want to recall Patrick ? Say 'Yes' or 'No' ,,
2010/05/25 11:08, Driver, Yes,,
2010/05/25 11:08, System, Calling Patrick,,
2010/05/25 11:08, System, Please, go to the next task,
2010/05/25 11:08, Driver, Callback,,
2010/05/25 11:08, System, Do you want to call back the last incoming contact John Doe ? Say 'Yes' or 'No' ,,
2010/05/25 11:09, Driver, Yes,,
2010/05/25 11:09, System, Calling John Doe,,
2010/05/25 11:09, System, Please, go to the next task,
2010/05/25 11:09, Driver, Call,,
2010/05/25 11:09, Driver, Zero,,
2010/05/25 11:09, Driver, Seven,,
2010/05/25 11:09, Driver, Six,,
2010/05/25 11:09, Driver, Eight,,
2010/05/25 11:09, Driver, Three,,
2010/05/25 11:09, Driver, Five,,
2010/05/25 11:09, Driver, Four,,
2010/05/25 11:09, Driver, One,,
2010/05/25 11:09, Driver, Five,,
2010/05/25 11:09, Driver, Nine,,
2010/05/25 11:09, System, Do you want to dial 0768354159. Say 'Yes' or 'No',,
2010/05/25 11:09, System, Do you want to dial 0768354159. Say 'Yes' or 'No',,
2010/05/25 11:09, Driver, Yes,,
2010/05/25 11:09, System, Dialling 0768354159,,
2010/05/25 11:10, System, Please, go to the next task,
2010/05/25 11:10, Driver, Mobile phone,,
2010/05/25 11:10, System, Please, go to the next task,
2010/05/25 11:10, Driver, Repeat,,
2010/05/25 11:10, Driver, Cancel,,
2010/05/25 11:10, System, Reset ting...,,
2010/05/25 11:10, Driver, Sms Janet,,
2010/05/25 11:10, System, Do you want to  send a text message to Janet. Say 'Yes' or 'No',,
2010/05/25 11:11, TEST, Task01,,
2010/05/25 11:11, Driver, Sms Janet,,
2010/05/25 11:11, System, Do you want to  send a text message to Janet. Say 'Yes' or 'No',,
2010/05/25 11:11, Driver, Nope,,
2010/05/25 11:11, System, Cancelling the message request.,,
2010/05/25 11:11, Driver, <Button> Send Message,,
2010/05/25 11:11, Driver, Call Oh,,
2010/05/25 11:11, Driver, double seven,,
2010/05/25 11:11, Driver, triple one,,
2010/05/25 11:11, Driver, double four,,
2010/05/25 11:11, Driver, double four,,
2010/05/25 11:11, System, Do you want to send a text message to 0771114444. Say 'Yes' or 'No',,
2010/05/25 11:11, Driver, Yes,,
2010/05/25 11:11, System, Choose between the following options,,
2010/05/25 11:11, System, 1- I am running late,,
2010/05/25 11:11, System, 2- Appointment postponed,,
2010/05/25 11:12, System, 3- I will call you later,,
2010/05/25 11:12, Driver, Three,,
2010/05/25 11:12, System, Sending the text message 3- I will call you later,,
2010/05/25 11:12, System, Please, go to the next task,
2010/05/25 11:12, Driver, <Button> Read message,,
2010/05/25 11:12, System, Do you want to read the last text message? Say 'Yes' or 'No',,
2010/05/25 11:12, Driver, Yes,,
2010/05/25 11:12, System, call me b4 u get there.,,
2010/05/25 11:13, Driver, <Button> Call,,
2010/05/25 11:13, Driver, Zero,,
2010/05/25 11:13, Driver, Seven,,
2010/05/25 11:13, Driver, Seven,,
2010/05/25 11:13, Driver, double eight,,
2010/05/25 11:13, Driver, One,,
2010/05/25 11:13, Driver, double two,,
2010/05/25 11:13, Driver, double one,,
2010/05/25 11:13, System, Do you want to dial 0778812211. Say 'Yes' or 'No',,
2010/05/25 11:13, System, Do you want to dial 0778812211. Say 'Yes' or 'No',,
2010/05/25 11:13, Driver, Yes,,
2010/05/25 11:13, System, Dialling 0778812211,,
2010/05/25 11:14, System, Please, go to the next task,
2010/05/25 11:36, TEST, Task01,,
2010/05/25 11:36, Driver, <Button> Send Message,,
2010/05/25 11:36, Driver, Zero,,
2010/05/25 11:36, Driver, double seven,,
2010/05/25 11:36, Driver, triple eight,,
2010/05/25 11:36, Driver, double two,,
2010/05/25 11:36, Driver, double two,,
2010/05/25 11:37, System, Do you want to send a text message to 0778882222. Say 'Yes' or 'No',,
2010/05/25 11:37, Driver, Yes,,
2010/05/25 11:37, System, Choose between the following options,,
2010/05/25 11:37, System, 1- I am running late,,
2010/05/25 11:37, System, 2- Appointment postponed,,
2010/05/25 11:37, System, 3- I will call you later,,
2010/05/25 11:37, Driver, Two,,
2010/05/25 11:37, System, Sending the text message 2- Appointment postponed,,
2010/05/25 11:37, System, Please, go to the next task,
2010/05/25 11:37, Driver, Sms dieter,,
2010/05/25 11:37, System, Do you want to send a text message to 0778882222. Say 'Yes' or 'No',,
2010/05/25 11:37, Driver, No,,
2010/05/25 11:37, System, Cancelling the message request.,,
2010/05/25 11:37, Driver, Cancel,,
2010/05/25 11:37, System, Reset ting...,,
2010/05/25 11:37, Driver, Sms Janet,,
2010/05/25 11:37, System, Do you want to send a text message to 0778882222. Say 'Yes' or 'No',,
2010/05/25 11:39, TEST, Task02,,
2010/05/25 11:39, Driver, <Button> Send Message,,
2010/05/25 11:39, Driver, Zero,,
2010/05/25 11:39, Driver, double seven,,
2010/05/25 11:39, Driver, double one,,
2010/05/25 11:39, Driver, Seven,,
2010/05/25 11:39, Driver, double three,,
2010/05/25 11:39, Driver, One,,
2010/05/25 11:39, Driver, Four,,
2010/05/25 11:40, System, Do you want to send a text message to 0771173314. Say 'Yes' or 'No',,
2010/05/25 11:40, Driver, Yes,,
2010/05/25 11:40, System, Choose between the following options,,
2010/05/25 11:40, System, 1- I am running late,,
2010/05/25 11:40, System, 2- Appointment postponed,,
2010/05/25 11:40, System, 3- I will call you later,,
2010/05/25 11:40, Driver, One,,
2010/05/25 11:40, System, Sending the text message 1- I am running late,,
2010/05/25 11:40, System, Please, go to the next task,
2010/05/25 11:40, Driver, Sms Janet,,
2010/05/25 11:40, System, Do you want to  send a text message to Janet. Say 'Yes' or 'No',,
2010/05/25 11:40, Driver, Yes,,
2010/05/25 11:40, System, Choose between the following options,,
2010/05/25 11:40, System, 1- I am running late,,
2010/05/25 11:40, System, 2- Appointment postponed,,
2010/05/25 11:40, System, 3- I will call you later,,
2010/05/25 11:41, Driver, Three,,
2010/05/25 11:41, System, Sending the text message 3- I will call you later,,
2010/05/25 11:41, System, Please, go to the next task,
2010/05/25 11:45, TEST, Task01,,
2010/05/25 11:46, TEST, Task01,,
2010/05/25 11:47, TEST, Task02,,
2010/05/25 11:48, TEST, Task01,,
2010/05/25 11:49, TEST, Task02,,
2010/05/25 11:49, TEST, Task03,,
2010/05/25 11:49, TEST, Task04,,
2010/05/25 11:56, TEST, Task01,,
2010/05/25 11:56, TEST, Task02,,
2010/05/25 11:56, TEST, Task03,,
2010/05/25 11:56, TEST, Task04,,
2010/05/25 11:56, TEST, Task05,,
2010/05/25 11:57, TEST, Task01,,
2010/05/25 11:57, TEST, Task02,,
2010/05/25 11:57, TEST, Task03,,
2010/05/25 11:57, TEST, Task04,,
2010/05/25 11:58, TEST, Task01,,
2010/05/25 11:58, TEST, Task02,,
2010/05/25 11:58, TEST, Task03,,
2010/05/25 11:58, TEST, Task04,,
2010/05/25 11:58, TEST, Task05,,
2010/05/25 11:58, TEST, Task06,,
2010/05/25 11:59, TEST, Task07,,
2010/05/25 11:59, Driver, <Button> Send Message,,
2010/05/25 11:59, Driver, Zero,,
2010/05/25 11:59, Driver, double seven,,
2010/05/25 11:59, Driver, double six,,
2010/05/25 11:59, Driver, double two,,
2010/05/25 11:59, Driver, double five,,
2010/05/25 12:07, TEST, Task01,,
2010/05/25 12:07, Driver, Call Patrick,,
2010/05/25 12:07, System, Do you want to call Patrick. Say 'Yes' or 'No',,
2010/05/25 12:07, Driver, Yes,,
2010/05/25 12:07, System, Calling Patrick on 0768354159,,
2010/05/25 12:07, System, Please, go to the next task,
2010/05/25 12:07, Driver, One,,
2010/05/25 12:08, TEST, Task02,,
2010/05/25 12:08, Driver, Dial Felix,,
2010/05/25 12:08, System, Do you want to call Felix. Say 'Yes' or 'No',,
2010/05/25 12:08, Driver, Yes,,
2010/05/25 12:08, System, Calling Felix on 0789954545,,
2010/05/25 12:08, System, Please, go to the next task,
2010/05/25 12:08, Driver, triple six,,
2010/05/25 12:08, Driver, Restart,,
2010/05/25 12:08, System, Reset ting...,,
2010/05/25 12:08, Driver, Reset,,
2010/05/25 12:08, Driver, Reset,,
2010/05/25 12:09, TEST, Task03,,
2010/05/25 12:09, Driver, <Button> Call,,
2010/05/25 12:09, Driver, Janet,,
2010/05/25 12:09, System, Do you want to call Janet. Say 'Yes' or 'No',,
2010/05/25 12:09, Driver, Yes,,
2010/05/25 12:09, System, Calling Janet on 0827743624,,
2010/05/25 12:09, System, Please, go to the next task,
2010/05/25 12:10, Driver, No,,
2010/05/25 12:10, TEST, Task04,,
2010/05/25 12:10, Driver, Call,,
2010/05/25 12:10, Driver, Zero,,
2010/05/25 12:10, Driver, Seven,,
2010/05/25 12:10, Driver, triple four,,
2010/05/25 12:10, Driver, Phone Dieter,,
2010/05/25 12:10, System, Do you want to call Dieter. Say 'Yes' or 'No',,
2010/05/25 12:10, Driver, No,,
2010/05/25 12:10, System, Cancelling the call request.,,
2010/05/25 12:10, Driver, Reset,,
2010/05/25 12:10, Driver, Call,,
2010/05/25 12:10, Driver, Zero,,
2010/05/25 12:10, Driver, Seven,,
2010/05/25 12:11, Driver, Seven,,
2010/05/25 12:11, Driver, Four,,
2010/05/25 12:11, Driver, Four,,
2010/05/25 12:11, Driver, Four,,
2010/05/25 12:11, Driver, Five,,
2010/05/25 12:11, Driver, Five,,
2010/05/25 12:11, Driver, Five,,
2010/05/25 12:11, Driver, Five,,
2010/05/25 12:11, System, Do you want to dial 0774445555. Say 'Yes' or 'No',,
2010/05/25 12:11, Driver, Yes,,
2010/05/25 12:11, System, Dialling 0774445555,,
2010/05/25 12:11, System, Please, go to the next task,
2010/05/25 12:11, Driver, Restart,,
2010/05/25 12:11, System, Reset ting...,,
2010/05/25 12:11, Driver, Call,,
2010/05/25 12:11, Driver, Zero,,
2010/05/25 12:11, Driver, Seven,,
2010/05/25 12:11, Driver, Seven,,
2010/05/25 12:11, Driver, Four,,
2010/05/25 12:11, Driver, Four,,
2010/05/25 12:11, Driver, Four,,
2010/05/25 12:11, Driver, Five,,
2010/05/25 12:11, Driver, Five,,
2010/05/25 12:11, Driver, Five,,
2010/05/25 12:11, Driver, Five,,
2010/05/25 12:11, Driver, Call,,
2010/05/25 12:11, System, Reset ting...,,
2010/05/25 12:11, Driver, Repeat,,
2010/05/25 12:12, TEST, Task05,,
2010/05/25 12:12, Driver, Call,,
2010/05/25 12:12, Driver, Zero,,
2010/05/25 12:12, Driver, Seven,,
2010/05/25 12:12, Driver, Two,,
2010/05/25 12:12, Driver, triple two,,
2010/05/25 12:12, Driver, double three,,
2010/05/25 12:12, Driver, Three,,
2010/05/25 12:13, Driver, Reset,,
2010/05/25 12:13, Driver, Call,,
2010/05/25 12:13, Driver, Zero,,
2010/05/25 12:13, Driver, Seven,,
2010/05/25 12:13, Driver, Two,,
2010/05/25 12:13, Driver, triple two,,
2010/05/25 12:13, Driver, double three,,
2010/05/25 12:13, Driver, double three,,
2010/05/25 12:13, System, Do you want to dial 0722223333. Say 'Yes' or 'No',,
2010/05/25 12:13, Driver, Yes,,
2010/05/25 12:13, System, Dialling 0722223333,,
2010/05/25 12:13, System, Please, go to the next task,
2010/05/25 12:13, TEST, Task06,,
2010/05/25 12:13, Driver, Call,,
2010/05/25 12:13, Driver, triple eight,,
2010/05/25 12:13, Driver, triple one,,
2010/05/25 12:13, Driver, Six,,
2010/05/25 12:13, Driver, triple six,,
2010/05/25 12:14, Driver, Reset,,
2010/05/25 12:14, Driver, Reset,,
2010/05/25 12:14, Driver, Call,,
2010/05/25 12:14, Driver, triple eight,,
2010/05/25 12:14, Driver, triple one,,
2010/05/25 12:14, Driver, Six,,
2010/05/25 12:14, Driver, triple six,,
2010/05/25 12:14, Driver, Reset,,
2010/05/25 12:15, Driver, Send,,
2010/05/25 12:15, Driver, Call,,
2010/05/25 12:15, Driver, Reset,,
2010/05/25 12:15, Driver, Reset,,
2010/05/25 12:15, Driver, Reset,,
2010/05/25 12:15, Driver, Reset,,
2010/05/25 12:15, Driver, Call,,
2010/05/25 12:15, Driver, Cancel,,
2010/05/25 12:15, System, Reset ting...,,
2010/05/25 12:15, Driver, Call,,
2010/05/25 12:15, Driver, Oh,,
2010/05/25 12:15, Driver, double four,,
2010/05/25 12:15, Driver, Redial,,
2010/05/25 12:15, Driver, One,,
2010/05/25 12:15, Driver, One,,
2010/05/25 12:15, Driver, Cancel,,
2010/05/25 12:15, System, Reset ting...,,
2010/05/25 12:16, Driver, Call,,
2010/05/25 12:16, Driver, Zero,,
2010/05/25 12:16, Driver, Eight,,
2010/05/25 12:16, Driver, Two,,
2010/05/25 12:16, Driver, double four,,
2010/05/25 12:16, Driver, Three,,
2010/05/25 12:16, Driver, One,,
2010/05/25 12:16, Driver, double eight,,
2010/05/25 12:16, Driver, One,,
2010/05/25 12:16, System, Do you want to dial 0824431881. Say 'Yes' or 'No',,
2010/05/25 12:16, Driver, Yes,,
2010/05/25 12:16, System, Dialling 0824431881,,
2010/05/25 12:16, System, Please, go to the next task,
2010/05/25 12:16, Driver, Cancel,,
2010/05/25 12:16, System, Reset ting...,,
2010/05/25 12:17, Driver, Call,,
2010/05/25 12:17, Driver, triple eight,,
2010/05/25 12:17, Driver, triple one,,
2010/05/25 12:17, Driver, Six,,
2010/05/25 12:17, Driver, double six,,
2010/05/25 12:17, Driver, Reset,,
2010/05/25 12:17, Driver, Call,,
2010/05/25 12:17, Driver, Zero,,
2010/05/25 12:18, Driver, double eight,,
2010/05/25 12:18, Driver, triple one,,
2010/05/25 12:18, Driver, double six,,
2010/05/25 12:18, Driver, double six,,
2010/05/25 12:18, System, Do you want to dial 0881116666. Say 'Yes' or 'No',,
2010/05/25 12:18, Driver, Four,,
2010/05/25 12:18, Driver, Cancel,,
2010/05/25 12:18, System, Reset ting...,,
2010/05/25 12:19, TEST, Task07,,
2010/05/25 12:19, Driver, <Button> Call,,
2010/05/25 12:19, Driver, Zero,,
2010/05/25 12:19, Driver, double seven,,
2010/05/25 12:19, Driver, double six,,
2010/05/25 12:19, Driver, double two,,
2010/05/25 12:19, Driver, double five,,
2010/05/25 12:19, Driver, triple o,,
2010/05/25 12:19, Driver, Cancel,,
2010/05/25 12:19, System, Reset ting...,,
2010/05/25 12:19, Driver, <Button> Call,,
2010/05/25 12:19, Driver, Zero,,
2010/05/25 12:19, Driver, double seven,,
2010/05/25 12:19, Driver, triple six,,
2010/05/25 12:19, Driver, double two,,
2010/05/25 12:20, Driver, double two,,
2010/05/25 12:20, System, Do you want to dial 0776662222. Say 'Yes' or 'No',,
2010/05/25 12:20, Driver, No,,
2010/05/25 12:20, System, Cancelling the call request.,,
2010/05/25 12:20, TEST, Task08,,
2010/05/25 12:20, Driver, Redial,,
2010/05/25 12:20, System, Do you want to redial the last number 0824431881 ? Say 'Yes' or 'No',,
2010/05/25 12:20, Driver, No,,
2010/05/25 12:20, System, Cancelling the redial request.,,
2010/05/25 12:20, Driver, Call,,
2010/05/25 12:20, Driver, Zero,,
2010/05/25 12:20, Driver, One,,
2010/05/25 12:20, Driver, Two,,
2010/05/25 12:20, Driver, Three,,
2010/05/25 12:20, Driver, Four,,
2010/05/25 12:20, Driver, Five,,
2010/05/25 12:20, Driver, Six,,
